
     Clock     uop p4     uop p5     uop p6     uop p7 
        -6          0          3         13          0 
         0          0          5          1          1 
         0          0         -1          3          1 
         0          0          3         -1          1 
         0          0         -1          3          1 
         0          0          3          1          1 
         6          0          1          0          1 
        -6          0          1          2          1 
