
     Clock     uop p4     uop p5     uop p6     uop p7 
       126          0         11          8          0 
       -18          0          8          9          0 
        -3          0          6          6          0 
       -21          0          8          7          2 
       -18          0          4         11          2 
       -18          0          8         10          2 
       -18          0          4          8          2 
       -21          0          8          9          2 
