
     Clock     uop p4     uop p5     uop p6     uop p7 
        15          0          3         13         -1 
         0          0         -3         13          3 
        72          0          7         44          0 
       -27          0          1         15          2 
       -27          0          3         12          2 
       -24          0         -1         16          2 
       -27          0          3         15          2 
        -9          0         -1         13          2 
