
     Clock     uop p0     uop p1     uop p2     uop p3 
        36         -2         24          0          2 
        15         -3         16          3         -3 
        36         18         20          1         -2 
        39         16         10          0          0 
        18         24         -3          0         -1 
        42         16          8          0          0 
        42         10         21          1         -1 
        45         13         10          2         -2 
