
     Clock     uop p4     uop p5     uop p6     uop p7 
        -6          0         19         37         -1 
       -30          0         12         10          1 
       -30          0         16         11          1 
       -27          0         10          9          1 
       -33          0         14         12          1 
       -27          0         10         10          1 
       -33          0         14         11          1 
       -30          0         14          9          1 
