
     Clock     uop p4     uop p5     uop p6     uop p7 
       756          0          6         19         -1 
       -33          0          5         11         -1 
       -33          0          8          9         -1 
       -30          0          6          9          1 
       -33          0          6         10          1 
       -30          0          8          8          1 
       -30          0          4         11          1 
       -33          0          8          8          1 
