
     Clock     uop p4     uop p5     uop p6     uop p7 
       129          0          7         19          0 
       -12          0          4         20          0 
       -15          0          4         18          0 
       -15          0          7         21          2 
        -9          0          0         22          2 
       -15          0          4         21          2 
        -9          0          1         20          2 
       -15          0          4         20          2 
