
     Clock     uop p0     uop p1     uop p2     uop p3 
         0          2          4          0          1 
         0          6         -2          0         -1 
         0          2         -8          0         -1 
         7          2          0          0         -1 
        -7          5        -10          0         -1 
         0         -1          1          0         -1 
        -7          5         -9          0         -1 
        -7         -1          0          0         -1 
