
     Clock     uop p0     uop p1     uop p2     uop p3 
         0         22         12          1          2 
        15         26          2          4         -2 
         0         21          6          4         -2 
         6         14         17          4         -4 
        18         10          9          2         -1 
        18          2         18          4         -4 
        27         25         19          1         -1 
        12         17          4          0          0 
