
     Clock     uop p0     uop p1     uop p2     uop p3 
         9         15         12          1          0 
        18          4         11          3         -3 
        24         13          4          2         -3 
         6         10          5          1         -1 
        15          8          7          1         -1 
        84         11         20          0          1 
       -15         10          0          0         -1 
       -15          4          9          0         -1 
