
     Clock     uop p4     uop p5     uop p6     uop p7 
         9          0          4          3          1 
        36          0          6        -15          0 
        -3          0          5          7          3 
        -6          0         -2         -7          3 
        15          0          2         -5          2 
        18          0          6         12          3 
         6          0          4          1          2 
        24          0          0         -2          1 
