
     Clock     uop p0     uop p1     uop p2     uop p3 
        -3          3          9          1          2 
        15          2          6          1          1 
         6          4          1          1          1 
         9          7          5          0          1 
       -18         24         15          2          5 
       -15          5         -1          0          2 
       -18          7        -10          0          2 
       -15          1          1          0          2 
