
     Clock     uop p4     uop p5     uop p6     uop p7 
        27          0          0         -4          2 
        24          0          8         -7          0 
        27          0         10         -7          2 
         0          0          8          0          0 
        30          0         16        -11          4 
         6          0          7          1          1 
        12          0         11         -2          2 
         6          0          3          7          3 
