
     Clock     uop p0     uop p1     uop p2     uop p3 
         9          3         13          3          2 
         9          0         10          0          4 
        12         -3         10          1          1 
        30         -1         14          4         -1 
        21         19         -6          0          3 
        30         16         -6          2          0 
        21          7         -4          2          2 
        24          5          1         -1          2 
