
     Clock     uop p0     uop p1     uop p2     uop p3 
      3710        642       1242        710        735 
      1995        675       1004        683        710 
      1988        672       1003        683        709 
      1995        658       1014        682        710 
      1995        674       1003        683        709 
      1988        674       1001        683        709 
      1995        658       1012        682        710 
      1995        636       1002        678        707 
