
     Clock     uop p4     uop p5     uop p6     uop p7 
      3510       1000        319       1030        562 
      1848       1000        352       1007        619 
      1842       1000        345       1005        619 
      1842       1000        339       1009        621 
      1848       1000        377       1004        625 
      1842       1000        345       1006        619 
      1836       1000        335       1011        621 
      1842       1000        339       1009        621 
