
     Clock     uop p4     uop p5     uop p6     uop p7 
         0          0          6         -5          2 
        18          0          1          9          1 
        39          0         -1          8          2 
         9          0          6          3          2 
       -18          0          9          7          2 
       -18          0          5         11          2 
       -21          0          9          7          2 
        -6          0          5         11          2 
