
     Clock     uop p4     uop p5     uop p6     uop p7 
         6          0          2         11          0 
        15          0          4          6          3 
        24          0         -4         10          3 
        24          0          2          9          2 
         6          0          4          7          2 
        87          1          5         46          1 
        -9          0          1         14          2 
        -9          0          3         11          2 
