
     Clock     uop p0     uop p1     uop p2     uop p3 
      1832        661       1150        719        735 
      1332        669       1005        683        710 
      1338        668       1002        683        709 
      1342        652       1013        682        710 
      1338        668       1004        683        709 
      1336        630       1001        678        707 
      1336        651       1013        682        710 
      1342        652       1015        682        710 
