
     Clock     uop p0     uop p1     uop p2     uop p3 
      1756        677       1162        709        738 
      1268        638       1001        678        708 
      1272        660       1016        682        711 
      1272        637       1002        678        707 
      1272        637       1000        678        707 
      1272        658       1012        682        710 
      1268        675       1003        683        709 
      1272        637       1002        678        707 
