
     Clock     uop p0     uop p1     uop p2     uop p3 
      1928        653       1144        710        736 
      1408        659       1008        682        711 
      1412        637        995        678        708 
      1408        674        993        683        709 
      1412        658       1004        682        710 
      1412        661        997        682        710 
      1408        674        993        683        709 
      1412        632       1001        678        707 
