
     Clock     uop p0     uop p1     uop p2     uop p3 
      1884        690       1165        720        740 
      1334        676       1002        683        710 
      1332        660       1016        682        711 
      1328        675       1003        683        709 
      1328        675       1001        683        709 
      1328        659       1012        682        710 
      1328        675       1003        683        709 
      1338        637       1002        678        707 
