
     Clock     uop p0     uop p1     uop p2     uop p3 
      1850        707       1169        706        737 
      1332        674        996        683        708 
      1328        657       1005        682        709 
      1332        657        998        682        709 
      1332        635        995        678        706 
      1332        634       1000        678        706 
      1328        657       1005        682        709 
      1328        673        996        683        708 
