
     Clock     uop p0     uop p1     uop p2     uop p3 
      1824        653       1146        716        736 
      1338        637       1002        678        707 
      1338        659       1010        682        710 
      1332        661       1012        682        710 
      1338        674       1003        683        709 
      1328        633       1002        678        707 
      1328        658       1012        682        710 
      1332        636       1002        678        707 
