
     Clock     uop p0     uop p1     uop p2     uop p3 
      2164        701       1128        720        736 
      1605        657       1014        682        711 
      1596        635       1001        678        708 
      1591        673       1000        683        710 
      1596        656       1010        682        710 
      1610        634       1000        678        707 
      1591        672        999        683        709 
      1596        656       1010        682        710 
