
     Clock     uop p0     uop p1     uop p2     uop p3 
      3073        672       1167        713        736 
      2002        638        993        678        707 
      1995        659       1005        682        710 
      2002        662        998        682        710 
      1995        675        994        683        709 
      1995        633       1002        678        707 
      2002        659       1007        682        710 
      1995        675        996        683        709 
