
     Clock     uop p0     uop p1     uop p2     uop p3 
      1870        703       1145        716        739 
      1338        675       1002        683        710 
      1336        659       1010        682        710 
      1332        674       1003        683        709 
      1336        636       1000        678        707 
      1332        658       1012        682        710 
      1332        658       1007        682        710 
      1336        636       1002        678        707 
