
     Clock     uop p0     uop p1     uop p2     uop p3 
      1836        654       1161        717        741 
      1342        658       1011        682        709 
      1336        665       1010        680        709 
      1338        642       1012        681        708 
      1342        664       1011        679        709 
      1340        664       1009        679        709 
      1332        642       1012        681        708 
      1338        642       1007        681        708 
