
     Clock     uop p0     uop p1     uop p2     uop p3 
      2660        682       1132        721        736 
      2002        656       1017        682        711 
      1995        631       1001        678        707 
      1995        652       1013        682        710 
      2002        652       1008        682        710 
      2002        630       1003        678        707 
      1995        630       1008        678        707 
      2002        652       1013        682        710 
