
     Clock     uop p0     uop p1     uop p2     uop p3 
      1828        667       1143        714        741 
      1332        637       1004        678        708 
      1328        658       1013        682        710 
      1328        636       1003        678        707 
      1338        674       1004        683        709 
      1328        658       1013        682        710 
      1328        658       1013        682        710 
      1338        636       1003        678        707 
