
     Clock     uop p0     uop p1     uop p2     uop p3 
      2982        646       1213        709        734 
      1836        672       1004        683        709 
      1842        671       1002        683        709 
      1836        655       1013        682        710 
      1848        633       1003        678        707 
      1842        633       1003        678        707 
      1848        655       1013        682        710 
      1842        654       1013        682        710 
