
     Clock     uop p0     uop p1     uop p2     uop p3 
      3045        686       1188        713        731 
      2002        675       1004        683        710 
      1995        659       1016        682        711 
      1995        636       1002        678        707 
      1995        674       1001        683        709 
      1995        658       1012        682        710 
      2002        658       1014        682        710 
      2002        674       1003        683        709 
