
     Clock     uop p0     uop p1     uop p2     uop p3 
      1826        643       1141        715        735 
      1336        656       1009        682        710 
      1326        671       1002        683        709 
      1332        633        999        678        707 
      1332        655       1011        682        710 
      1336        655       1006        682        710 
      1330        633       1001        678        707 
      1326        633       1006        678        707 
