
     Clock     uop p0     uop p1     uop p2     uop p3 
      2850        683       1175        712        739 
      1842        653       1017        682        711 
      1842        668       1004        683        709 
      1836        652       1013        682        710 
      1842        651       1013        682        710 
      1842        630       1003        678        707 
      1836        668       1002        683        709 
      1842        652       1013        682        710 
