
     Clock     uop p0     uop p1     uop p2     uop p3 
      2891        672       1178        712        738 
      1988        676        995        683        710 
      1995        659       1005        682        710 
      2002        637        995        678        707 
      1988        675        994        683        709 
      1995        659       1005        682        710 
      1988        659       1000        682        710 
      1995        637        995        678        707 
