
     Clock     uop p0     uop p1     uop p2     uop p3 
      2844        694       1182        718        734 
      1842        676       1002        683        710 
      1842        660       1016        682        711 
      1848        638       1002        678        707 
      1848        637       1000        678        707 
      1848        659       1012        682        710 
      1848        637       1002        678        707 
      1848        675       1003        683        709 
