
     Clock     uop p0     uop p1     uop p2     uop p3 
      2652        650       1201        709        733 
      1716        637       1003        678        708 
      1710        659       1010        682        710 
      1716        661       1012        682        710 
      1716        674       1003        683        709 
      1716        633       1002        678        707 
      1710        657       1012        682        710 
      1716        636       1002        678        707 
