
     Clock     uop p0     uop p1     uop p2     uop p3 
      2538        671       1164        703        731 
      1902        658       1008        683        709 
      1854        632       1001        679        707 
      1848        631        999        679        707 
      1848        656       1010        683        709 
      1854        631       1001        679        707 
      1854        631       1001        679        707 
      1848        657       1010        683        709 
