
     Clock     uop p0     uop p1     uop p2     uop p3 
      2898        705       1189        713        728 
      1842        676       1001        683        709 
      1848        660       1010        682        710 
      1854        637       1002        678        707 
      1842        675       1001        683        709 
      1842        659       1012        682        710 
      1848        659       1007        682        710 
      1848        637       1002        678        707 
