
     Clock     uop p0     uop p1     uop p2     uop p3 
      1672        634       1167        714        739 
      1206        634       1002        678        707 
      1197        671       1001        683        709 
      1197        655       1012        682        710 
      1198        671       1003        683        709 
      1201        633       1002        678        707 
      1202        655       1012        682        710 
      1202        655       1012        682        710 
