
     Clock     uop p0     uop p1     uop p2     uop p3 
      2886        678       1174        709        733 
      1836        660       1009        682        711 
      1842        662       1005        682        710 
      1836        675        994        683        709 
      1842        633       1002        678        707 
      1836        659       1007        682        710 
      1836        675        996        683        709 
      1830        675        994        683        709 
