
     Clock     uop p0     uop p1     uop p2     uop p3 
      2958        700       1161        719        733 
      1848        638        995        678        707 
      1848        659       1005        682        710 
      1842        658       1005        682        710 
      1848        637        995        678        707 
      1842        637        993        678        707 
      1842        659       1005        682        710 
      1842        662        998        682        710 
