
     Clock     uop p0     uop p1     uop p2     uop p3 
      1820        696       1143        716        732 
      1334        631       1001        678        707 
      1338        656       1011        682        710 
      1338        633       1001        678        707 
      1338        633       1006        678        707 
      1334        655       1011        682        710 
      1334        671       1002        683        709 
      1328        671       1000        683        709 
