
     Clock     uop p0     uop p1     uop p2     uop p3 
      1884        640       1152        718        737 
      1340        668       1005        680        709 
      1336        645       1007        681        708 
      1346        660       1005        681        709 
      1346        660       1010        681        709 
      1338        645       1007        681        708 
      1340        667       1006        679        709 
      1342        660       1003        681        709 
