
     Clock     uop p0     uop p1     uop p2     uop p3 
      1864        648       1141        714        741 
      1326        653       1013        682        710 
      1330        668       1004        683        709 
      1330        629       1008        678        707 
      1326        652       1013        682        710 
      1326        668       1004        683        709 
      1332        668       1002        683        709 
      1332        652       1013        682        710 
