
     Clock     uop p0     uop p1     uop p2     uop p3 
      1804        667       1141        710        740 
      1336        656       1016        682        711 
      1332        669       1001        683        709 
      1342        652       1012        682        710 
      1338        652       1007        682        710 
      1342        630       1002        678        707 
      1342        630       1007        678        707 
      1338        652       1012        682        710 
