
     Clock     uop p0     uop p1     uop p2     uop p3 
      1984        668       1141        716        742 
      1354        642       1001        685        717 
      1332        659       1008        682        710 
      1332        659       1008        682        710 
      1332        637        998        678        707 
      1338        637        996        678        707 
      1334        659       1008        682        710 
      1338        662       1001        682        710 
