
     Clock     uop p0     uop p1     uop p2     uop p3 
      2832        690       1183        715        737 
      1842        656       1017        682        711 
      1854        630       1001        678        707 
      1854        652       1013        682        710 
      1848        652       1008        682        710 
      1848        630       1003        678        707 
      1848        629       1008        678        707 
      1854        652       1013        682        710 
