
     Clock     uop p0     uop p1     uop p2     uop p3 
      3129        653       1174        705        729 
      2002        653       1018        682        711 
      2002        669       1004        683        710 
      1995        653       1010        682        710 
      1995        630       1002        678        707 
      2002        668       1003        683        709 
      1995        652       1012        682        710 
      2002        651       1012        682        710 
