
     Clock     uop p0     uop p1     uop p2     uop p3 
      2700        674       1190        716        732 
      1836        653       1015        682        711 
      1836        669       1002        683        709 
      1836        668       1000        683        709 
      1842        652       1011        682        710 
      1836        630       1001        678        707 
      1842        668       1002        683        709 
      1836        652       1011        682        710 
