
     Clock     uop p0     uop p1     uop p2     uop p3 
      1756        658       1142        716        735 
      1268        656       1017        682        711 
      1256        668       1002        683        709 
      1264        652       1013        682        710 
      1268        652       1008        682        710 
      1260        630       1003        678        707 
      1256        630       1008        678        707 
      1268        652       1013        682        710 
