
     Clock     uop p0     uop p1     uop p2     uop p3 
      2886        633       1200        707        736 
      1848        653       1011        682        710 
      1848        630       1003        678        707 
      1848        629       1008        678        707 
      1848        652       1013        682        710 
      1842        668       1004        683        709 
      1836        630       1001        678        707 
      1842        652       1013        682        710 
