
     Clock     uop p0     uop p1     uop p2     uop p3 
      1832        694       1136        715        739 
      1328        660       1006        682        710 
      1328        660       1008        682        710 
      1332        637        998        678        707 
      1328        637       1003        678        707 
      1328        659       1008        682        710 
      1328        675        999        683        709 
      1334        675        997        683        709 
