
     Clock     uop p0     uop p1     uop p2     uop p3 
      2808        660       1189        706        733 
      1704        660       1008        682        711 
      1710        660       1004        682        710 
      1710        637        994        678        707 
      1710        636        999        678        707 
      1710        659       1004        682        710 
      1704        675        995        683        709 
      1704        675        993        683        709 
