
     Clock     uop p0     uop p1     uop p2     uop p3 
      3059        700       1172        703        731 
      1995        676        994        683        710 
      2002        660       1002        682        710 
      2009        637        994        678        707 
      1995        675        993        683        709 
      1995        659       1004        682        710 
      2002        659        999        682        710 
      2002        637        994        678        707 
