
     Clock     uop p0     uop p1     uop p2     uop p3 
      2856        687       1181        710        740 
      1854        638       1000        678        707 
      1848        660       1010        682        710 
      1860        637       1002        678        707 
      1842        675       1001        683        709 
      1848        659       1012        682        710 
      1854        659       1007        682        710 
      1854        637       1002        678        707 
