
     Clock     uop p0     uop p1     uop p2     uop p3 
      3066        650       1170        708        737 
      2030        653       1010        684        711 
      1995        659       1002        682        710 
      1995        636        994        678        707 
      1988        635        999        678        707 
      1995        658       1004        682        710 
      1988        674        995        683        709 
      1995        636        992        678        707 
