
     Clock     uop p0     uop p1     uop p2     uop p3 
      2189        664       1143        714        741 
      1605        637        996        678        708 
      1605        659       1003        682        710 
      1605        661       1005        682        710 
      1596        674        996        683        709 
      1600        633        995        678        707 
      1600        658       1005        682        710 
      1605        636        995        678        707 
