
     Clock     uop p0     uop p1     uop p2     uop p3 
      2193        674       1132        709        740 
      1601        631       1004        678        708 
      1605        631       1002        678        708 
      1601        653       1017        682        711 
      1610        630       1003        678        707 
      1596        630       1001        678        707 
      1596        651       1013        682        710 
      1601        630       1003        678        707 
