
     Clock     uop p0     uop p1     uop p2     uop p3 
      1748        685       1158        708        738 
      1284        664       1023        686        716 
      1264        669       1003        683        709 
      1264        630       1000        678        707 
      1268        652       1012        682        710 
      1272        630       1002        678        707 
      1268        630       1002        678        707 
      1264        652       1012        682        710 
