
     Clock     uop p0     uop p1     uop p2     uop p3 
      2802        684       1207        715        736 
      1848        675       1004        683        709 
      1848        658       1013        682        710 
      1848        658       1006        682        710 
      1842        636       1003        678        707 
      1842        635       1008        678        707 
      1848        658       1013        682        710 
      1842        674       1004        683        709 
