
     Clock     uop p0     uop p1     uop p2     uop p3 
      1842        675       1132        717        732 
      1332        676        995        683        710 
      1332        659       1005        682        710 
      1336        637        995        678        707 
      1338        675        994        683        709 
      1342        659       1005        682        710 
      1332        659       1000        682        710 
      1336        637        995        678        707 
