
     Clock     uop p0     uop p1     uop p2     uop p3 
      1638        698       1129        714        734 
      1196        637        993        678        707 
      1196        658       1005        682        710 
      1197        661        998        682        710 
      1192        674        994        683        709 
      1196        632       1002        678        707 
      1196        658       1007        682        710 
      1192        674        996        683        709 
