
     Clock     uop p0     uop p1     uop p2     uop p3 
      1760        667       1168        714        735 
      1252        653       1015        682        711 
      1260        631       1002        678        708 
      1256        653       1015        682        711 
      1252        653       1017        682        711 
      1260        630       1001        678        707 
      1256        652       1011        682        710 
      1252        652       1004        682        710 
